Station	Header	Station_Code	Station_Country	Station_Name	Station_LongName	Station_ActiveFromDate	Station_ActiveUntilDate	Station_ProgramGovernance	Station_StationGovernance	Station_PURPM	Station_Latitude	Station_LatitudeRange	Station_Longitude	Station_LongitudeRange	Station_Geometry	Station_DataType	Station_WLTYP	Station_MSTAT	Station_Notes	Station_Deprecated
Station	Record	12014	SE	SKAGERRAK UTSJÖ_1	SKAGERRAK UTSJÖ_1	2010		O	545	E~S~T	58.48698	0.05000	10.60623	0.10000		ZB				false 
Station	Record	12015	SE	SKAGERRAK UTSJÖ_10	SKAGERRAK UTSJÖ_10	2010		O	545	E~S~T	58.22735	0.05000	10.62557	0.10000		ZB				false 
Station	Record	12016	SE	SKAGERRAK UTSJÖ_2	SKAGERRAK UTSJÖ_2	2010		O	545	E~S~T	58.72735	0.05000	10.66630	0.10000		ZB				false 
Station	Record	12017	SE	SKAGERRAK UTSJÖ_3	SKAGERRAK UTSJÖ_3	2010		O	545	E~S~T	58.40192	0.05000	10.89515	0.10000		ZB				false 
Station	Record	12018	SE	SKAGERRAK UTSJÖ_4	SKAGERRAK UTSJÖ_4	2010		O	545	E~S~T	58.12273	0.05000	11.02038	0.10000		ZB				false 
Station	Record	12019	SE	SKAGERRAK UTSJÖ_5	SKAGERRAK UTSJÖ_5	2010		O	545	E~S~T	58.19748	0.05000	10.83460	0.10000		ZB				false 
Station	Record	12020	SE	SKÄRHAMN_1	SKÄRHAMN_1	2010		O	545	E~S~T	58.00285	0.05000	11.51620	0.10000		ZB				false 
Station	Record	12021	SE	SKÄRHAMN_3	SKÄRHAMN_3	2010		O	545	E~S~T	58.00731	0.05000	11.53040	0.10000		ZB				false 
Station	Record	12022	SE	SKÄRHAMN_5	SKÄRHAMN_5	2010		O	545	E~S~T	57.99487	0.05000	11.51473	0.10000		ZB				false 
Station	Record	12023	SE	SKÄRHAMN_7	SKÄRHAMN_7	2010		O	545	E~S~T	57.98674	0.05000	11.52321	0.10000		ZB				false 
Station	Record	12024	SE	SKÄRHAMN_9	SKÄRHAMN_9	2010		O	545	E~S~T	57.99823	0.05000	11.50582	0.10000		ZB				false 
Station	Record	12025	SE	SYD KOSTER YTTRE KUST_1	SYD KOSTER YTTRE KUST_1	2010		O	545	E~S~T	58.64983	0.05000	11.04508	0.10000		ZB				false 
Station	Record	12026	SE	SYD KOSTER YTTRE KUST_2	SYD KOSTER YTTRE KUST_2	2010		O	545	E~S~T	58.69627	0.05000	11.09623	0.10000		ZB				false 
Station	Record	12027	SE	SYD KOSTER YTTRE KUST_3	SYD KOSTER YTTRE KUST_3	2010		O	545	E~S~T	58.69557	0.05000	11.00800	0.10000		ZB				false 
Station	Record	12028	SE	SYD KOSTER YTTRE KUST_4	SYD KOSTER YTTRE KUST_4	2010		O	545	E~S~T	58.76394	0.05000	11.02038	0.10000		ZB				false 
Station	Record	12029	SE	SYD KOSTER YTTRE KUST_5	SYD KOSTER YTTRE KUST_5	2010		O	545	E~S~T	58.65643	0.05000	11.11030	0.10000		ZB				false 
Station	Record	12030	SE	SYD KOSTER YTTRE KUST_6	SYD KOSTER YTTRE KUST_6	2010		O	545	E~S~T	58.61760	0.05000	11.07092	0.10000		ZB				false 
Station	Record	12031	SE	SYD KOSTER YTTRE KUST_7	SYD KOSTER YTTRE KUST_7	2010		O	545	E~S~T	58.73652	0.05000	11.02250	0.10000		ZB				false 
Station	Record	12032	SE	SYD KOSTER YTTRE KUST_8	SYD KOSTER YTTRE KUST_8	2010		O	545	E~S~T	58.80900	0.05000	11.08335	0.10000		ZB				false 
Station	Record	12033	SE	SÖDRA_ÖRESUND_2	SÖDRA_ÖRESUND_2	2010		H	545	E~S~T	55.81932	0.05000	12.73985	0.10000		ZB				false 
Station	Record	12034	SE	SÖDRA_ÖRESUND_3	SÖDRA_ÖRESUND_3	2010		H	545	E~S~T	55.74112	0.05000	12.88766	0.10000		ZB				false 
Station	Record	12035	SE	SÖDRA_ÖRESUND_4	SÖDRA_ÖRESUND_4	2010		H	545	E~S~T	55.79789	0.05000	12.82911	0.10000		ZB				false 
Station	Record	12036	SE	SÖDRA_ÖRESUND_5	SÖDRA_ÖRESUND_5	2010		H	545	E~S~T	55.74769	0.05000	12.81419	0.10000		ZB				false 
Station	Record	12037	SE	ASKERÖFJ	ASKERÖFJ	2010		O	545	E~S~T	58.11700	0.05000	11.83133	0.10000		ZB				false 
Station	Record	12038	SE	OVF 1_3	OVF 1_3	2010		H	545	E~S~T	56.20120	0.05000	12.47450	0.10000		ZB				false 
Station	Record	12039	SE	OVF 4_9	OVF 4_9	2010		H	545	E~S~T	55.70170	0.05000	12.88080	0.10000		ZB				false 
Station	Record	12040	SE	GÖTEBORG YTTRE KUST_1	GÖTEBORG YTTRE KUST_1	2016		O	545	E~S~T	57.61508	0.05000	11.66103	0.10000		ZB				false 
Station	Record	12041	SE	GÖTEBORG YTTRE KUST_10	GÖTEBORG YTTRE KUST_10	2016		O	545	E~S~T	57.60917	0.05000	11.62500	0.10000		ZB				false 
Station	Record	12042	SE	GÖTEBORG YTTRE KUST_2	GÖTEBORG YTTRE KUST_2	2016		O	545	E~S~T	57.57275	0.05000	11.68508	0.10000		ZB				false 
Station	Record	12043	SE	GÖTEBORG YTTRE KUST_3	GÖTEBORG YTTRE KUST_3	2016		O	545	E~S~T	57.60907	0.05000	11.68737	0.10000		ZB				false 
Station	Record	12044	SE	GÖTEBORG YTTRE KUST_4	GÖTEBORG YTTRE KUST_4	2016		O	545	E~S~T	57.59305	0.05000	11.67585	0.10000		ZB				false 
Station	Record	12045	SE	GÖTEBORG YTTRE KUST_5	GÖTEBORG YTTRE KUST_5	2016		O	545	E~S~T	57.56807	0.05000	11.63618	0.10000		ZB				false 
Station	Record	12046	SE	GÖTEBORG YTTRE KUST_6	GÖTEBORG YTTRE KUST_6	2016		O	545	E~S~T	57.55158	0.05000	11.66005	0.10000		ZB				false 
Station	Record	12047	SE	GÖTEBORG YTTRE KUST_7	GÖTEBORG YTTRE KUST_7	2016		O	545	E~S~T	57.59295	0.05000	11.62135	0.10000		ZB				false 
Station	Record	12048	SE	GÖTEBORG YTTRE KUST_8	GÖTEBORG YTTRE KUST_8	2016		O	545	E~S~T	57.58413	0.05000	11.64770	0.10000		ZB				false 
Station	Record	12049	SE	GÖTEBORG YTTRE KUST_9	GÖTEBORG YTTRE KUST_9	2016		O	545	E~S~T	57.61088	0.05000	11.59275	0.10000		ZB				false 
Station	Record	12050	SE	NK 8S	NK 8S	2016		H	545	E~S~T	63.41212	0.05000	20.37088	0.10000		ZB				false 
Station	Record	12051	SE	NK 9S	NK 9S	2016		H	545	E~S~T	63.39662	0.05000	20.30992	0.10000		ZB				false 
Station	Record	12143	SE	Kullen Bio	Kullen Bio	2016-09-30		NTL~O~H	619	T	56.32500	0.05000	12.38100	0.10000		CF	C	RH		false 
Station	Record	12502	SE	FJÄLLBACKA_3	FJÄLLBACKA_3	2010		NTL	545	T	58.59833	0.05000	11.22417	0.10000		ZB	CF			false 
Station	Record	12508	SE	KÄRINGÖ_FJORD_1	KÄRINGÖ_FJORD_1	2018		NTL	545	T	58.10360	0.05000	11.44595	0.10000		ZB	CF			false 
Station	Record	12509	SE	KÄRINGÖ_FJORD_2	KÄRINGÖ_FJORD_2	2018		NTL	545	T	58.11027	0.05000	11.44868	0.10000		ZB	CF			false 
Station	Record	12510	SE	KÄRINGÖ_FJORD_3	KÄRINGÖ_FJORD_3	2018		NTL	545	T	58.10518	0.05000	11.46252	0.10000		ZB	CF			false 
Station	Record	12511	SE	KATTEGATT_UTSJÖ_2	KATTEGATT_UTSJÖ_2	2017		NTL	545	T	56.84203	0.05000	11.96502	0.10000		ZB	MO			false 
Station	Record	12517	SE	KRÅKE_FJORD_1	KRÅKE_FJORD_1	2018		NTL	545	T	58.06925	0.05000	11.49093	0.10000		ZB	CF			false 
Station	Record	12518	SE	KRÅKE_FJORD_2	KRÅKE_FJORD_2	2018		NTL	545	T	58.06092	0.05000	11.49675	0.10000		ZB	CF			false 
Station	Record	12519	SE	KRÅKE_FJORD_3	KRÅKE_FJORD_3	2018		NTL	545	T	58.04642	0.05000	11.49535	0.10000		ZB	CF			false 
Station	Record	12520	SE	KRÅKE_FJORD_4	KRÅKE_FJORD_4	2018		NTL	545	T	58.02292	0.05000	11.47697	0.10000		ZB	CF			false 
Station	Record	12521	SE	KRÅKE_FJORD_5	KRÅKE_FJORD_5	2018		NTL	545	T	58.03810	0.05000	11.48462	0.10000		ZB	CF			false 
Station	Record	12522	SE	LAHOLMSBUKTEN INRE_2	LAHOLMSBUKTEN INRE_2	2018		NTL	545	T	56.55745	0.05000	12.72370	0.10000		ZB				false 
Station	Record	12523	SE	LAHOLMSBUKTEN INRE_3	LAHOLMSBUKTEN INRE_3	2018		NTL	545	T	56.56500	0.05000	12.72000	0.10000		ZB	MO			false 
Station	Record	12524	SE	STIGFJORDEN_4	STIGFJORDEN_4	2018		NTL	545	T	58.07612	0.05000	11.58637	0.10000		ZB	CF			false 
Station	Record	12525	SE	TÅNGEN	TÅNGEN	2018		NTL	545	T	58.08388	0.05000	11.44847	0.10000		ZB	CF			false 
Station	Record	12536	SE	SI1	LÅNGÖREN	2018		H	545	E~T~S	60.23690	0.05000	18.62472	0.10000		PB	C	B		false 
Station	Record	12537	SE	SI2	SKÄR_V_EKHOLMEN	2018		H	545	E~T~S	60.25656	0.05000	18.65657	0.10000		PB	C	B		false 
Station	Record	12538	SE	SI3	HÖGGRUNDET	2018		H	545	E~T~S	60.25086	0.05000	18.62776	0.10000		PB	C	B		false 
Station	Record	12539	SE	SI4	LÅNGGRUNDET	2018		H	545	E~T~S	60.23138	0.05000	18.68540	0.10000		PB	C	B		false 
Station	Record	12540	SE	ST.KRÅKHOLMEN	ST.KRÅKHOLMEN	1992		H	545	T~S~E	58.87487	0.05000	17.47158	0.10000		PB	C	B		false 
Station	Record	12541	SE	ST.ARNHOLMEN	ST.ARNHOLMEN	1992		H	545	T~S~E	58.83767	0.05000	17.52238	0.10000		PB	C	B		false 
Station	Record	12542	SE	JUTSKÄR	JUTSKÄR	1992		H	545	T~S~E	58.81380	0.05000	17.55543	0.10000		PB	C	B		false 
Station	Record	12543	SE	HÄSTSKÄR	HÄSTSKÄR	1992		H	545	T~S~E	58.80927	0.05000	17.55280	0.10000		PB	C	B		false 
Station	Record	12544	SE	KOCKELSKÄR	KOCKELSKÄR	1992		H	545	T~S~E	58.80453	0.05000	17.55100	0.10000		PB	C	B		false 
Station	Record	12545	SE	KOCKELHÄLLAN	KOCKELHÄLLAN	1992		H	545	T~S~E	58.79607	0.05000	17.56228	0.10000		PB	C	B		false 
Station	Record	12546	SE	GÅLKLUBBEN	GÅLKLUBBEN	1992		H	545	T~S~E	58.81113	0.05000	17.58333	0.10000		PB	C	B		false 
Station	Record	12547	SE	STRÖMMINGSHÄLLEN	STRÖMMINGSHÄLLEN	1992		H	545	T~S~E	58.82005	0.05000	17.63077	0.10000		PB	C	B		false 
Station	Record	12548	SE	BJÖRKHOLMEN NORDOST	BJÖRKHOLMEN NORDOST	1992		H	545	T~S~E	58.81958	0.05000	17.63280	0.10000		PB	C	B		false 
Station	Record	12549	SE	VRÅNGSKÄR	VRÅNGSKÄR	1992		H	545	T~S~E	58.82037	0.05000	17.62267	0.10000		PB	C	B		false 
Station	Record	12551	SE	PERSÖ	PERSÖ	1992		H	545	T~S~E	58.79303	0.05000	17.60182	0.10000		PB	C	B		false 
Station	Record	12552	SE	ÄGGKULLSHÅLLARNA	ÄGGKULLSHÅLLARNA	1992		H	545	T~S~E	58.78298	0.05000	17.55233	0.10000		PB	C	B		false 
Station	Record	12553	SE	TRÄDGÅRDSSKÄR	TRÄDGÅRDSSKÄR	1992		H	545	T~S~E	58.77527	0.05000	17.57473	0.10000		PB	C	B		false 
Station	Record	12554	SE	ÖRNSKÄR	ÖRNSKÄR	1992		H	545	T~S~E	58.76750	0.05000	17.57090	0.10000		PB	C	B		false 
Station	Record	12555	SE	LACKA V	LACKA V	1992		H	545	T~S~E	58.75191	0.05000	17.55797	0.10000		PB	C	B		false 
Station	Record	12556	SE	GOTHEMHAMMAR	GOTHEMHAMMAR	2018		H	545	T~S~E	57.60238	0.05000	18.80787	0.10000		PB	C	B		false 
Station	Record	12560	SE	2098 EKOKNÖLEN	2098 EKOKNÖLEN	1985		H	545	T~S~E	58.80167	0.05000	18.22833	0.10000		ZB	C	B		false 
Station	Record	12561	SE	3116 SVINGRUND	3116 SVINGRUND	1982		H	545	T~S~E	57.94267	0.05000	19.03167	0.10000		ZB	C	B		false 
Station	Record	12562	SE	3117 LAUTERHORN	3117 LAUTERHORN	1976		H	545	T~S~E	57.94250	0.05000	19.06033	0.10000		ZB	C	B		false 
Station	Record	12563	SE	3121 MAGÖ	3121 MAGÖ	1982		H	545	T~S~E	57.66613	0.05000	18.90120	0.10000		ZB	C	B		false 
Station	Record	12564	SE	3124 ÖSTERGARN	3124 ÖSTERGARN	1982		H	545	T~S~E	57.46500	0.05000	18.94667	0.10000		ZB	C	B		false 
Station	Record	12565	SE	3130 YTTERHOLMEN	3130 YTTERHOLMEN	1982		H	545	T~S~E	57.12667	0.05000	18.49167	0.10000		ZB	C	B		false 
Station	Record	12566	SE	4002 IREVIKEN	4002 IREVIKEN	1982		H	545	T~E~S	57.85500	0.05000	18.59833	0.10000		ZB	C	B		false 
Station	Record	12568	SE	4138 KAPPELSHAMN	4138 KAPPELSHAMN	1976		H	545	T~S~E	57.88017	0.05000	18.79583	0.10000		ZB	C	B		false 
Station	Record	12569	SE	5139 N ÖLANDS NORRA UDDE	5139 N ÖLANDS NORRA UDDE	1982		H	545	T~S~E	57.47333	0.05000	17.05500	0.10000		ZB	C	B		false 
Station	Record	12570	SE	6007 S LANDSORT	6007 S LANDSORT	1981		H	545	T~E~S	58.56763	0.05000	17.90878	0.10000		ZB	C	B		false 
Station	Record	12571	SE	6008 SO LANDSORT	6008 SO LANDSORT	1971		H	545	T~S~E	58.54890	0.05000	18.02557	0.10000		ZB	C	B		false 
Station	Record	12572	SE	BOTTNEFJORDEN_1	BOTTNEFJORDEN_1	2018		NTL	545	T	58.47092	0.05000	11.29078	0.10000			CF			false 
Station	Record	12573	SE	BOTTNEFJORDEN_2	BOTTNEFJORDEN_2	2018		NTL	545	T	58.47687	0.05000	11.28780	0.10000			CF			false 
Station	Record	12574	SE	BOTTNEFJORDEN_3	BOTTNEFJORDEN_3	2018		NTL	545	T	58.48262	0.05000	11.30478	0.10000			CF			false 
Station	Record	12575	SE	BOVALLSTRAND_1	BOVALLSTRAND_1	2018		NTL	545	T	58.47645	0.05000	11.30988	0.10000			CF			false 
Station	Record	12576	SE	BOVALLSTRAND_2	BOVALLSTRAND_2	2018		NTL	545	T	58.48013	0.05000	11.32107	0.10000			CF			false 
Station	Record	12577	SE	HUNNEBOSTRAND_1	HUNNEBOSTRAND_1	2018		NTL	545	T	58.44190	0.05000	11.27100	0.10000			CF			false 
Station	Record	12578	SE	HUNNEBOSTRAND_2	HUNNEBOSTRAND_2	2018		NTL	545	T	58.43745	0.05000	11.27798	0.10000			CF			false 
Station	Record	12579	SE	HUNNEBOSTRAND_3	HUNNEBOSTRAND_3	2018		NTL	545	T	58.45443	0.05000	11.28722	0.10000			CF			false 
Station	Record	12580	SE	HUNNEBOSTRAND_4	HUNNEBOSTRAND_4	2018		NTL	545	T	58.45182	0.05000	11.29320	0.10000			CF			false 
Station	Record	12581	SE	HUNNEBOSTRAND_5	HUNNEBOSTRAND_5	2018		NTL	545	T	58.44567	0.05000	11.29053	0.10000			CF			false 
Station	Record	12584	SE	GREBBESTAD	GREBBESTAD	2018		NTL	545	T	58.67613	0.05000	11.24537	0.10000			CF			false 
Station	Record	12587	SE	GULLMARN_2	GULLMARN_2	2017		NTL	545	T	58.27728	0.05000	11.48687	0.10000			CF			false 
Station	Record	12588	SE	GULLMARN_3	GULLMARN_3	2017		NTL	545	T	58.28792	0.05000	11.51390	0.10000			CF			false 
Station	Record	12589	SE	GULLMARN_4	GULLMARN_4	2017		NTL	545	T	58.34883	0.05000	11.57403	0.10000			CF			false 
Station	Record	12590	SE	ORMESTAD	ORMESTAD	1964		NTL	545	T	58.36000	0.05000	11.59167	0.10000		HY~ZB	CF			false 
Station	Record	12591	SE	GULLMARN_1	GULLMARN_1	2017		NTL	545	T	58.22773	0.05000	11.48687	0.10000		ZB	CF			false 
Station	Record	12595	SE	KOLJÖFJORD_2	KOLJÖFJORD_2	2018		NTL	545	T	58.24083	0.05000	11.58500	0.10000		ZB	CF			false 
Station	Record	12596	SE	KOLJÖFJORD_3	KOLJÖFJORD_3	2018		NTL	545	T	58.20630	0.05000	11.53367	0.10000		ZB	CF			false 
Station	Record	12597	SE	KOLJÖFJORD_4	KOLJÖFJORD_4	2018		NTL	545	T	58.25180	0.05000	11.58577	0.10000		ZB	CF			false 
Station	Record	12598	SE	KOLJÖFJORD_5	KOLJÖFJORD_5	2018		NTL	545	T	58.22807	0.05000	11.56672	0.10000		ZB	CF			false 
Station	Record	12599	SE	LAHOLMSBUKTEN INRE_4	LAHOLMSBUKTEN INRE_4	2018		NTL	545	T	56.53880	0.05000	12.73108	0.10000		ZB	MO			false 
Station	Record	12600	SE	LAHOLMSBUKTEN_YTTRE_6	LAHOLMSBUKTEN_YTTRE_6	2017		NTL	545	T	56.58418	0.07500	12.66133	0.15000		ZB	MO			false 
Station	Record	12601	SE	MOLLÖFJORDEN_1	MOLLÖFJORDEN_1	2018		NTL	545	T	58.00088	0.05000	11.40783	0.10000		ZB	MO			false 
Station	Record	12603	SE	MOLLÖFJORDEN_3	MOLLÖFJORDEN_3	2018		NTL	545	T	58.02343	0.05000	11.34435	0.10000		ZB	MO			false 
Station	Record	12604	SE	MOLLÖFJORDEN_4	MOLLÖFJORDEN_4	2018		NTL	545	T	58.06825	0.05000	11.38982	0.10000		ZB	MO			false 
Station	Record	12605	SE	MOLLÖFJORDEN_5	MOLLÖFJORDEN_5	2018		NTL	545	T	58.01867	0.05000	11.40618	0.10000		ZB	MO			false 
Station	Record	12606	SE	KÅRHOLME_SKÄR_1	KÅRHOLME_SKÄR_1	2018		NTL	545	T	57.57863	0.05000	11.76338	0.10000		ZB	CF			false 
Station	Record	12607	SE	KÅRHOLME_SKÄR_2	KÅRHOLME_SKÄR_2	2018		NTL	545	T	57.58667	0.05000	11.76990	0.10000		ZB	CF			false 
Station	Record	12608	SE	KÅRHOLME_SKÄR_3	KÅRHOLME_SKÄR_3	2018		NTL	545	T	57.58967	0.05000	11.78308	0.10000		ZB	CF			false 
Station	Record	12609	SE	KÅRHOLME_SKÄR_4	KÅRHOLME_SKÄR_4	2018		NTL	545	T	57.59463	0.05000	11.77638	0.10000		ZB	CF			false 
Station	Record	12610	SE	KÅRHOLME_SKÄR_5	KÅRHOLME_SKÄR_5	2018		NTL	545	T	57.59117	0.05000	11.75617	0.10000		ZB	CF			false 
Station	Record	12612	SE	SALTKÄLLEFJORDEN	SALTKÄLLEFJORDEN	2018		NTL	545	T	58.40205	0.05000	11.62695	0.10000		ZB	CF			false 
Station	Record	12613	SE	SALTKÄLLEFJORDEN_1	SALTKÄLLEFJORDEN_1	2018		NTL	545	T	58.41178	0.05000	11.63695	0.10000		ZB	CF			false 
Station	Record	12614	SE	SALTKÄLLEFJORDEN_2	SALTKÄLLEFJORDEN_2	2018		NTL	545	T	58.42267	0.05000	11.64697	0.10000		ZB	CF			false 
Station	Record	12615	SE	SALTKÄLLEFJORDEN_3	SALTKÄLLEFJORDEN_3	2018		NTL	545	T	58.41667	0.05000	11.65000	0.10000		ZB	CF			false 
Station	Record	12616	SE	SALTKÄLLEFJORDEN_4	SALTKÄLLEFJORDEN_4	2018		NTL	545	T	58.43027	0.05000	11.67490	0.10000		ZB	CF			false 
Station	Record	12617	SE	STIGFJORDEN_1	STIGFJORDEN_1	2018		NTL	545	T	58.06297	0.05000	11.60900	0.10000		ZB	CF			false 
Station	Record	12618	SE	STIGFJORDEN_2	STIGFJORDEN_2	2018		NTL	545	T	58.06815	0.05000	11.54330	0.10000		ZB	CF			false 
Station	Record	12619	SE	STIGFJORDEN_3	STIGFJORDEN_3	2018		NTL	545	T	58.06592	0.05000	11.58078	0.10000		ZB	CF			false 
Station	Record	12621	SE	STRÖMSTAD	Strömstad_1	2018		NTL	545	T	58.93715	0.05000	11.16452	0.10000		ZB	CF			false 
Station	Record	12622	SE	SELÄTER_1	SELÄTER_1	2018		NTL	545	T	58.94695	0.05000	11.12473	0.10000		ZB	CF			false 
Station	Record	12623	SE	SELÄTER_2	SELÄTER_2	2018		NTL	545	T	58.96212	0.05000	11.11455	0.10000		ZB	CF			false 
Station	Record	12787	SE	Kiviksbredan	Kiviksbredan	2016		NTL~H	4484	B~T					POLYGON((14.39639 55.90066,14.43912 55.88441,14.39487 55.84331,14.35367 55.85787,14.39639 55.90066))	EF	C	RH	Kiviksbredan - effects in fish, 	false 
Station	Record	12788	SE	Torhamn 12	Torhamn 12	2016		NTL~H	4484	B					POLYGON((15.62125385098625 56.09836585003168,15.636321904021314 56.09474855693665,15.632411840488201 56.09038607587715,15.61715305200778 56.09416337445859,15.62125385098625 56.09836585003168))	EF	C	RH	Torhamn 12 - effects in fish	false 
Station	Record	12789	SE	Vitemölla	Vitemölla	2015		NTL~H	4484	B					POLYGON((14.235312945675107 55.716201798737586,14.251716141588986 55.72200310109636,14.272696988191457 55.70717583973243,14.254004966933282 55.70051248062077,14.235312945675107 55.716201798737586))	EF	C	RH	Vitemölla - effects in fish	false 
Station	Record	12837	SE	BROA	BROA	1989		O	545	T~S~E	58.25000	0.05000	11.22500	0.10000		PR~HY~PP~ZP	C	B		false 
Station	Record	12838	SE	HJÄRTERÖ	HJÄRTERÖ	2019		O	545	T~S~E	57.97000	0.05000	11.51900	0.10000		PB	C	B		false 
Station	Record	12839	SE	LILLA VRÅNGSHOLMEN	LILLA VRÅNGSHOLMEN	2019		O	545	T~S~E	57.95000	0.05000	11.53400	0.10000		PB	C	B		false 
Station	Record	12840	SE	S USHOLMEN	S USHOLMEN	2019		O	545	T~S~E	58.22000	0.05000	11.38600	0.10000		PB	C	B		false 
Station	Record	12841	SE	TÅUDDEN	TÅUDDEN	2019		O	545	T~S~E	57.88000	0.05000	11.55700	0.10000		PB	C	B		false 
Station	Record	12790	SE	Skellefteå	Skellefteå	2017		NTL~H	4484	B					POLYGON((21.262252342421558 64.68125241824677,21.283614670392122 64.67554202494728,21.27903701970353 64.67097284331655,21.258056194055825 64.67847894913038,21.262252342421558 64.68125241824677))	EF	C	IP	Skellefteå - effects in fish, 	false 
Station	Record	12791	SE	Finsta	Finsta	2017		NTL~H	4484	B					POLYGON((17.325065138284117 62.47874498794667,17.398688800167292 62.4886144004611,17.40822554100305 62.474866828914344,17.333076016511768 62.46428746029693,17.325065138284117 62.47874498794667))	EF	C	IH-P	Finsta - effects in fish, 	false 
Station	Record	12792	SE	Åstön	Åstön	2017		NTL~H	4484	B					POLYGON((17.6456105732359 62.440935407447625,17.665065536275506 62.436699302513745,17.664111853810024 62.43511060875613,17.643321758368984 62.43714059270539,17.6456105732359 62.440935407447625))	EF	C	IH~IH-P	Åstön - effects in fish, 	false 
Station	Record	12793	SE	Sundsvallsfjärden	Sundsvallsfjärden	2017		NTL~H	4484	B					POLYGON((17.36473262601066 62.390516532374875,17.39172161032911 62.39056072981825,17.39143550454173 62.379332518440464,17.364637255668637 62.37950937137359,17.36473262601066 62.390516532374875))	EF	C	IH-P~IH	Sundsvallsfjärden - effects in fish	false 
Station	Record	12794	SE	Gåsholma	Gåsholma	2017		NTL~H	4484	B					POLYGON((17.172778844833374 61.01278818495177,17.201408146647736 61.015551807737864,17.2029340302106 61.010837790546276,17.17451453791 61.008341851851384,17.172778844833374 61.01278818495177))	EF	C	IH-P	Gåsholma - effects in fish	false 
Station	Record	12795	SE	Norrsundet	Norrsundet	2017		NTL~H	4484	B					POLYGON((17.13402511551976 60.95415275679454,17.14585066074505 60.959523310790615,17.166450025979426 60.948410821249865,17.146995083894573 60.93822096078523,17.13402511551976 60.95415275679454))	EF	C	IH-P	Norrsundet - effects in fish	false 
Station	Record	12796	SE	Forsmark	Forsmark	2016		NTL~H	4484	B					POLYGON((18.159812693484128 60.43230744232099,18.17678810097277 60.43136624435476,18.174880746519193 60.421199572819745,18.158286809921265 60.42204691687127,18.159812693484128 60.43230744232099))	EF	C	RH	Forsmark - effects in fish	false 
Station	Record	12797	SE	Beckholmen	Beckholmen	2017		NTL~H	4484	B					POLYGON((18.10378164314897 59.321652782930386,18.1088838019059 59.32150680831825,18.10874074901221 59.31951175600372,18.10349553736159 59.3197550614008,18.10378164314897 59.321652782930386))	EF	CF	IH	Beckholmen - effects in fish	false 
Station	Record	12799	SE	Karlskrona	Karlskrona	2017		NTL~H	4484	B					POLYGON((15.60637 56.15984,15.62811 56.15984,15.62811 56.14699,15.6058 56.14677,15.60637 56.15984))	EF	C	IH	Karlskrona - effects in fish	false 
Station	Record	12800	SE	Ronneby	Ronneby	2017		NTL~H	4484	B					POLYGON((15.297413767548273 56.17294643916449,15.306569040112661 56.17291989412561,15.306759775558016 56.167849471227356,15.297461450099942 56.167769824755254,15.297413767548273 56.17294643916449))	EF	C	IH	Ronneby - effects in fish	false 
Station	Record	12801	SE	Karlshamn	Karlshamn	2017		NTL~H	4484	B					POLYGON((14.857646824093537 56.15738072855362,14.87052143260371 56.15738072855362,14.87071216281038 56.15260040352169,14.858028294984251 56.15254728529604,14.857646824093537 56.15738072855362))	EF	C	IH	Karlshamn - effects in fish	false 
Station	Record	12842	SE	USSHOLMEN	USSHOLMEN	2019		O	545	T~S~E	57.84000	0.05000	11.55100	0.10000		PB	C	B		false 
Station	Record	12843	SE	VASHOLMARNA	VASHOLMARNA	2019		O	545	T~S~E	58.22000	0.05000	11.37800	0.10000		PB	C	B		false 
Station	Record	12844	SE	KIPPLINGARNA	KIPPLINGARNA	2019		O	545	T~S~E	58.91000	0.05000	11.08300	0.10000		PB	C	B		false 
Station	Record	12845	SE	KNAPESKÄREN	KNAPESKÄREN	2019		O	545	T~S~E	57.82000	0.05000	11.57800	0.10000		PB	C	B		false 
Station	Record	12846	SE	KRUGGLÖ	KRUGGLÖ	2019		O	545	T~S~E	58.88000	0.05000	11.09300	0.10000		PB	C	B		false 
Station	Record	12802	SE	Sölvesborg	Sölvesborg	2017		NTL~H	4484	B					POLYGON((14.589087974745778 56.056900060223796,14.605109689291563 56.05602674887521,14.584510324057188 56.024915357839575,14.571158895269033 56.02832604779914,14.589087974745778 56.056900060223796))	EF	C	IH	Sölvesborg - effects in fish	false 
Station	Record	12803	SE	Uddevalla	Uddevalla	2017	2017	NTL~O	4484	B~T					POLYGON((11.84412360889837 58.32628100422866,11.851943735964596 58.33028682839671,11.856521376175806 58.32758294584653,11.849273450206963 58.32367697438511,11.84412360889837 58.32628100422866))	EF	CF	IH	Uddevalla - effects in fish	false 
Station	Record	12805	SE	Kullen 2	Kullen 2	2017	2017	NTL~O	4484	B~T					POLYGON((12.66306 56.26129,12.71017 56.26193,12.71113 56.24402,12.66611 56.24285,12.66306 56.26129))	EF	C	RH	Kullen 2 - effects in fish	false 
Station	Record	12806	SE	Landskrona	Landskrona	2017	2017	H~NTL	4484	B~T					POLYGON((12.82295 55.86374,12.84022 55.86423,12.84603 55.85133,12.82658 55.85042,12.82295 55.86374))	EF	C	IH	Landskrona - effects in fish	false 
