Station	Header	Station_Code	Station_Country	Station_Name	Station_LongName	Station_ActiveFromDate	Station_ActiveUntilDate	Station_ProgramGovernance	Station_StationGovernance	Station_PURPM	Station_Latitude	Station_LatitudeRange	Station_Longitude	Station_LongitudeRange	Station_Geometry	Station_DataType	Station_WLTYP	Station_MSTAT	Station_Notes	Station_Deprecated
Station	Record	6274	SE	BY29	BY29	1965		H	545	E~S~T	58.88333	0.05000	20.31667	0.10000		HY~EU~NU			Frequent monitoring station for HELCOM.  Sampling depth 178 metres.	false 
Station	Record	6275	SE	BY3	BY3	1953		H	545	E~S~T	55.28333	0.05000	14.40000	0.10000		HY~NU			Winter nutrients.  Sampling depth 48 metres.	false 
Station	Record	6276	SE	BY30	BY30	1965		H	545	E~S~T	58.78333	0.05000	19.10000	0.10000		HY~NU			Winter nutrients.  Sampling depth 191 metres.	false 
Station	Record	6277	SE	BY31 LANDSORTSDJ	BY31 LANDSORTSDJ	1979		H	545	E~S~T	58.58333	0.05000	18.23333	0.10000		HY~EU~PP~ZP~PR~NU	MO	B	High frequency monitoring station for HELCOM.  Includes humic data.  Sampling depth 459 metres.	false 
Station	Record	6278	SE	BY32	BY32	1964		H	545	E~S~T	58.01667	0.05000	17.98333	0.10000		HY~EU~NU			Frequent monitoring station for HELCOM.  Sampling depth 205 metres.	false 
Station	Record	6279	SE	BY36	BY36	1964		H	545	E~S~T	57.71667	0.05000	17.36667	0.10000		HY~NU			Winter nutrients.  Sampling depth 140 metres.	false 
Station	Record	6280	SE	BY38	BY38	1957		H	545	E~S~T	57.11667	0.05000	17.66667	0.10000		HY~EU~NU			Frequent monitoring station for HELCOM.  Includes humic data.  Sampling depth 114 metres.	false 
Station	Record	6281	SE	BY39	BY39	1968		H	545	E~S~T	56.11667	0.05000	16.53333	0.10000		HY~NU			Winter nutrients.  Sampling depth 50 metres.	false 
Station	Record	6282	SE	BY4	BY4	1964		H	545	E~S~T	55.38333	0.05000	15.33333	0.10000		HY~NU			Frequent monitoring station for HELCOM.  Sampling depth 94 metres.	false 
Station	Record	6283	SE	BY5 BORNHOLMSDJ	BY5 BORNHOLMSDJ	1979		H	545	E~S~T	55.25000	0.05000	15.98333	0.10000		HY~EU~PP~PR~NU	MO	B	Frequent monitoring station for HELCOM.  Includes humic data.  Sampling depth 90 metres.	false 
Station	Record	6284	SE	BY9	BY9	1964		H	545	E~S~T	56.12500	0.05000	19.28333	0.10000		HY~NU			Winter nutrients.  Sampling depth 127 metres.	false 
Station	Record	6285	SE	Byxelkrok	Byxelkrok	2007		H~NTL	545	T~S	57.31667	0.05000	17.50000	0.10000		CF	C	B		false 
Station	Record	6286	SE	BYXESKÄR	BYXESKÄR	1994		O	545	T~E~S	58.26148	0.05000	11.38608	0.10000		PB	C	B		false 
Station	Record	6287	SE	C 1	C 1	2009		H	545	E~S~T	60.55333	0.05000	18.78667	0.10000		ZB	MO	RP		false 
Station	Record	6288	SE	C 2	C 2	2009		H	545	E~S~T	60.60150	0.05000	18.74838	0.10000		ZB	MO			false 
Station	Record	6289	SE	C 4	C 4	2009		H	545	E~S~T	60.50667	0.05000	18.95000	0.10000		ZB	MO	RP		false 
Station	Record	6290	SE	C 45	C 45	2009		H	545	E~S~T	60.47857	0.05000	18.95325	0.10000		ZB	MO			false 
Station	Record	6291	SE	C 5	C 5	2009		H	545	E~S~T	60.43550	0.05000	18.93800	0.10000		ZB	MO	RP		false 
Station	Record	6292	SE	C 6	C 6	2009		H	545	E~S~T	60.39545	0.05000	18.94123	0.10000		ZB	MO	RP		false 
Station	Record	6293	SE	C14	C14	2000		H	545	E~S~T	62.10000	0.05000	18.54833	0.10000		ZB	MO	B		false 
Station	Record	6294	SE	C3_North	C3_North	2000		H	545	E~S~T	62.65283	0.05000	18.95233	0.10000		HY~EU~PP~ZP~PB~PR~NU	MO	B	Winter nutrients.  Frequent monitoring station for HELCOM.  Includes humic data. sedimentation.  Sampling depth 201 metres.	false 
Station	Record	6295	SE	C3_South	C3_South	2009		H	545	E~S~T	60.57513	0.05000	18.92982	0.10000		ZB	MO			false 
Station	Record	6296	SE	D5	D5	2010		H	545	T~E~S	62.82067	0.05000	18.31250	0.10000		EF~PB				false 
Station	Record	6297	SE	DM 106	DM 106	2008		H	545	E~S~T	55.23330	0.05000	13.11680	0.10000		ZB	MO	B		false 
Station	Record	6298	SE	DM 107	DM 107	2008		H	545	E~S~T	55.13330	0.05000	13.66660	0.10000		ZB	MO	B		false 
Station	Record	6299	SE	E/W FLADEN	E/W FLADEN	1979		NTL~H~O	545	T~S	57.23333	0.05000	11.83333	0.10000		CF	MO	RH	Fladen	false 
Station	Record	6300	SE	Enskär	Enskär	1992		H	545	T~E~S	58.68810	0.05000	17.46620	0.10000		EF~PB				false 
Station	Record	6301	SE	F13	F13	1950		H	545	E~S~T	63.79167	0.05000	21.48333	0.10000		HY~NU			Winter nutrients.  Includes humic data.  Sampling depth 64 metres.	false 
Station	Record	6302	SE	F16	F16	1968		H	545	E~S~T	63.52500	0.05000	21.08333	0.10000		HY~NU			Winter nutrients.  Includes humic data.  Sampling depth 49 metres.	false 
Station	Record	6303	SE	F18	F18	1970		H	545	E~S~T	63.30833	0.05000	20.27500	0.10000		HY~NU			Winter nutrients.  Includes humic data.  Sampling depth 105 metres.	false 
Station	Record	6304	SE	F2	F2	1949		H	545	E~S~T	65.39167	0.05000	23.50000	0.10000		HY~NU			Winter nutrients.  Includes humic data.  Sampling depth 86 metres.	false 
Station	Record	6305	SE	F26	F26	1968		H	545	E~S~T	61.98333	0.05000	20.06667	0.10000		HY~NU			Frequent monitoring station for HELCOM.  Includes humic data.  Sampling depth 138 metres.	false 
Station	Record	11162	SE	Rockegrund/Ma8 (Pukaviksbukten)	Rockegrund/Ma8 (Pukaviksbukten)	2001		WFD	545	T	56.12000	0.05000	14.78000	0.10000		EF~ES		RH		false 
Station	Record	11163	SE	Hästholmen (Torhamn)	Hästholmen (Torhamn)	2001		H~WFD	545	T~S~E	56.07666	0.05000	15.74999	0.10000		CF~PB~CS	C	RH~B		false 
Station	Record	11164	SE	Ref H2Me2 (Revsudden)	Ref H2Me2 (Revsudden)	2001		WFD	545	T	56.77080	0.05000	16.48330	0.10000		CF~CS		RH		false 
Station	Record	11165	SE	Stavsten	Stavsten	2001		WFD	545	T	55.36963	0.05000	13.07240	0.10000		CF~CS		RH		false 
Station	Record	11166	SE	H2 / Karakås	H2 / Karakås	2001		WFD	545	T	55.67483	0.05000	14.27117	0.10000		CF~CS		RH		false 
Station	Record	11167	SE	Edeboviken (2 H) yttre	Edeboviken (2 H) yttre	2001		WFD	545	T	60.12000	0.05000	18.57000	0.10000		CF~CS		RH		false 
Station	Record	11168	SE	Brofjorden (Stretudden)	Brofjorden (Stretudden)	2001		WFD	545	T	58.34333	0.05000	11.40333	0.10000		CS~CF		RH		false 
Station	Record	11169	SE	Inre Gullmarn (Björkholmen)	Inre Gullmarn (Björkholmen)	2001		WFD	545	T	58.39333	0.05000	11.62667	0.10000		EF~ES		RH		false 
Station	Record	11170	SE	Kosterfjorden (NR16)	Kosterfjorden (NR16)	2001		WFD	545	T	58.86833	0.05000	11.10333	0.10000		CF~CS		RH		false 
Station	Record	11171	SE	Galterö	Galterö	2001		WFD	545	T	58.10917	0.05000	11.81000	0.10000		CF~CS		RH		false 
Station	Record	11172	SE	Koljöfjord	Koljöfjord	2001		WFD	545	T	58.23000	0.05000	11.58000	0.10000		CF~CS		RH		false 
Station	Record	11173	SE	Byttelocket	Byttelocket	2001		WFD	545	T	58.35333	0.05000	11.24000	0.10000		CF~CS		RH		false 
Station	Record	11174	SE	Danafjord	Danafjord	2001		WFD	545	T	57.66750	0.05000	11.68667	0.10000		CF~CS		RH		false 
Station	Record	11175	SE	Kopparholmarna (G6)	Kopparholmarna (G6)	2001		WFD	545	T	57.66878	0.05000	11.82398	0.10000		CF~CS		RH		false 
Station	Record	11176	SE	VA08 / Orren	VA08 / Orren	2001		WFD	545	T	58.24967	0.05000	16.80750	0.10000		CF~CS		RH		false 
Station	Record	11177	SE	GB11 / Bråviken Pampusfj	GB11 / Bråviken Pampusfj	2001		NTL~H~WFD	545	T~B	58.62833	0.05000	16.30783	0.10000		CF~CS~EF	CF	RH	Effeckts in fish, University of Gothenburg, Department of Biology and Environmental Sciences	false 
Station	Record	11178	SE	Trännöfjärden	Trännöfjärden	2001		WFD	545	T	58.41670	0.05000	16.71670	0.10000		CF~CS		RH		false 
Station	Record	11188	SE	Bothnian Sea off shore	Bothnian Sea off shore	2008		NTL~H~H2	614	T~S	61.25000	0.25000	19.50000	0.50000		CF	MO	B		false 
Station	Record	11189	SE	N Baltic Proper off shore	N Baltic Proper off shore	2008		NTL~H~H2	614	T~S	58.75000	0.25000	20.50000	0.50000		CF	MO	B		false 
Station	Record	11190	SE	N Bothnian Sea off shore	N Bothnian Sea off shore	2008		H2	614	T~S	63.25000	0.25000	20.50000	0.50000		CF	MO	B		false 
Station	Record	11191	SE	Åland Ocean off shore	Åland Ocean off shore	2008		NTL~H~H2	614	T~S	60.25000	0.25000	19.35000	0.50000		CF	MO	B		false 
Station	Record	11192	SE	E Gotland basin off shore	E Gotland basin off shore	2008		H2	614	S~T	57.25000	0.25000	19.50000	0.50000		CF	MO	B		false 
Station	Record	11193	SE	E Bornholm basin off shore	E Bornholm basin off shore	2008		NTL~H~H2	614	S~T	55.75000	0.25000	17.50000	0.50000		CF	MO	B		false 
Station	Record	11194	SE	W Bornholm basin off shore	W Bornholm basin off shore	2008		H2	614	S~T	55.25000	0.25000	15.50000	0.50000		CF	MO	B		false 
Station	Record	11295	SE	3125 LAUSVIKEN	3125 LAUSVIKEN	2016		H2~NTL	3512	E~S~T	57.30697	0.05000	18.75508	0.10000		ZB				false 
Station	Record	11296	SE	6006 SV LANDSORT	6006 SV LANDSORT	2010		H2~NTL	3512	E~S~T	58.71667	0.05000	17.83333	0.10000		ZB				false 
Station	Record	11297	SE	6011 TRUTKLUBBEN	6011 TRUTKLUBBEN	2010		H2~NTL	3512	E~S~T	58.73333	0.05000	17.63333	0.10000		ZB				false 
Station	Record	11298	SE	6014 OXELTANDEN	6014 OXELTANDEN	2010		H2~NTL	3512	E~S~T	58.80277	0.05000	17.57842	0.10000		ZB				false 
Station	Record	11299	SE	6016 V LANDSORT	6016 V LANDSORT	2010		H2~NTL	3512	E~S~T	58.75000	0.05000	17.85000	0.10000		ZB				false 
Station	Record	11300	SE	6023 SPELMAN	6023 SPELMAN	2010		H2~NTL	3512	E~S~T	58.75875	0.05000	17.71877	0.10000		ZB				false 
Station	Record	11301	SE	GO 5	GO 5	2016		H2~NTL	3512	E~S~T	57.43348	0.05000	19.02337	0.10000		ZB				false 
Station	Record	11302	SE	GO 6	GO 6	2016		H2~NTL	3512	E~S~T	57.30927	0.05000	18.79068	0.10000		ZB				false 
Station	Record	11303	SE	H 22	H 22	2010		H2~NTL	3512	E~S~T	63.80120	0.05000	20.85100	0.10000		ZB				false 
Station	Record	11304	SE	H128	H128	2016		H2~NTL	3512	E~S~T	57.16668	0.05000	18.78335	0.10000		ZB				false 
Station	Record	11305	SE	HAE 24	HAE 24	2016		H2~NTL	3512	E~S~T	58.48683	0.05000	17.43568	0.10000		ZB				false 
Station	Record	11306	SE	HAE 25	HAE 25	2016		H2~NTL	3512	E~S~T	58.51102	0.05000	17.40752	0.10000		ZB				false 
Station	Record	11307	SE	HAE 26	HAE 26	2016		H2~NTL	3512	E~S~T	58.53365	0.05000	17.29280	0.10000		ZB				false 
Station	Record	11308	SE	HAE 27	HAE 27	2016		H2~NTL	3512	E~S~T	58.49078	0.05000	17.39940	0.10000		ZB				false 
Station	Record	11309	SE	HAE 28	HAE 28	2016		H2~NTL	3512	E~S~T	58.47578	0.05000	17.35987	0.10000		ZB				false 
Station	Record	11310	SE	HAE 29	HAE 29	2016		H2~NTL	3512	E~S~T	58.54607	0.05000	17.36788	0.10000		ZB				false 
Station	Record	11311	SE	HO 1	HO 1	2010		H2~NTL	3512	E~S~T	63.60897	0.05000	20.73668	0.10000		ZB				false 
Station	Record	11312	SE	HO 17	HO 17	2010		H2~NTL	3512	E~S~T	63.79008	0.05000	21.00150	0.10000		ZB				false 
Station	Record	11313	SE	HO 2	HO 2	2010		H2~NTL	3512	E~S~T	63.64150	0.05000	20.75400	0.10000		ZB				false 
Station	Record	11314	SE	HO 27	HO 27	2016		H2~NTL	3512	E~S~T	63.56408	0.05000	20.78725	0.10000		ZB				false 
Station	Record	11315	SE	HO 28	HO 28	2010		H2~NTL	3512	E~S~T	63.56737	0.05000	20.72160	0.10000		ZB				false 
Station	Record	11316	SE	HO 4	HO 4	2010		H2~NTL	3512	E~S~T	63.69048	0.05000	20.78810	0.10000		ZB				false 
Station	Record	11317	SE	HO 7	HO 7	2010		H2~NTL	3512	E~S~T	63.72885	0.05000	20.85193	0.10000		ZB				false 
Station	Record	11318	SE	HO 8	HO 8	2010		H2~NTL	3512	E~S~T	63.82022	0.05000	20.91740	0.10000		ZB				false 
Station	Record	11319	SE	HO 9	HO 9	2010		H2~NTL	3512	E~S~T	63.84898	0.05000	20.97828	0.10000		ZB				false 
Station	Record	11320	SE	K9M	K9M	2016		H2~NTL	3512	E~S~T	56.60158	0.05000	16.35267	0.10000		ZB				false 
Station	Record	11321	SE	KF1	KF1	2016		H2~NTL	3512	E~S~T	64.84496	0.05000	21.03506	0.10000		ZB				false 
Station	Record	11322	SE	KF2	KF2	2016		H2~NTL	3512	E~S~T	64.81920	0.05000	21.08630	0.10000		ZB				false 
Station	Record	11323	SE	KF4	KF4	2016		H2~NTL	3512	E~S~T	64.85602	0.05000	21.03859	0.10000		ZB				false 
Station	Record	11324	SE	KF5	KF5	2016		H2~NTL	3512	E~S~T	64.81333	0.05000	21.08517	0.10000		ZB				false 
Station	Record	11325	SE	ML3M	ML3M	2016		H2~NTL	3512	E~S~T	56.51508	0.05000	16.31092	0.10000		ZB				false 
Station	Record	11326	SE	ML4M	ML4M	2016		H2~NTL	3512	E~S~T	56.53750	0.05000	16.28633	0.10000		ZB				false 
Station	Record	11327	SE	ML5MS	ML5MS	2016		H2~NTL	3512	E~S~T	56.56858	0.05000	16.30925	0.10000		ZB				false 
Station	Record	11328	SE	MYS 1	MYS 1	2016		H2~NTL	3512	E~S~T	59.03937	0.05000	18.20510	0.10000		ZB				false 
Station	Record	11329	SE	MYS 2	MYS 2	2016		H2~NTL	3512	E~S~T	58.99597	0.05000	18.32303	0.10000		ZB				false 
Station	Record	11330	SE	MYS 3	MYS 3	2016		H2~NTL	3512	E~S~T	58.98115	0.05000	18.23450	0.10000		ZB				false 
Station	Record	11331	SE	MYS 4	MYS 4	2016		H2~NTL	3512	E~S~T	58.95720	0.05000	18.22185	0.10000		ZB				false 
Station	Record	11332	SE	MYS 5	MYS 5	2016		H2~NTL	3512	E~S~T	58.93715	0.05000	18.16082	0.10000		ZB				false 
Station	Record	11333	SE	MYS 6	MYS 6	2016		H2~NTL	3512	E~S~T	58.91937	0.05000	18.07757	0.10000		ZB				false 
Station	Record	11334	SE	MYS 7	MYS 7	2016		H2~NTL	3512	E~S~T	58.94268	0.05000	18.03963	0.10000		ZB				false 
Station	Record	11335	SE	MYS 93	MYS 93	2016		H2~NTL	3512	E~S~T	59.03498	0.05000	18.28333	0.10000		ZB				false 
Station	Record	11336	SE	MYS 94	MYS 94	2016		H2~NTL	3512	E~S~T	58.88332	0.05000	18.05003	0.10000		ZB				false 
Station	Record	11337	SE	MYS 95	MYS 95	2016		H2~NTL	3512	E~S~T	58.89998	0.05000	18.01670	0.10000		ZB				false 
Station	Record	11338	SE	N 2B-2	N 2B-2	2016		H2~NTL	3512	E~S~T	61.43490	0.05000	17.70717	0.10000		ZB				false 
Station	Record	11339	SE	N 2B-3	N 2B-3	2016		H2~NTL	3512	E~S~T	61.58083	0.05000	17.80938	0.10000		ZB				false 
Station	Record	11340	SE	N 2B-4	N 2B-4	2016		H2~NTL	3512	E~S~T	61.48012	0.05000	17.69635	0.10000		ZB				false 
Station	Record	11341	SE	OLE 1	OLE 1	2016		H2~NTL	3512	E~S~T	57.22182	0.05000	17.23188	0.10000		ZB				false 
Station	Record	11342	SE	OLE 10	OLE 10	2016		H2~NTL	3512	E~S~T	57.07595	0.05000	17.09193	0.10000		ZB				false 
Station	Record	11343	SE	OLE 2	OLE 2	2016		H2~NTL	3512	E~S~T	57.17612	0.05000	17.19832	0.10000		ZB				false 
Station	Record	11344	SE	OLE 3	OLE 3	2016		H2~NTL	3512	E~S~T	57.10395	0.05000	17.13127	0.10000		ZB				false 
Station	Record	11345	SE	OLE 4	OLE 4	2016		H2~NTL	3512	E~S~T	57.25280	0.05000	17.19987	0.10000		ZB				false 
Station	Record	11346	SE	OLE 5	OLE 5	2016		H2~NTL	3512	E~S~T	57.05263	0.05000	17.14780	0.10000		ZB				false 
Station	Record	11347	SE	OLE 6	OLE 6	2016		H2~NTL	3512	E~S~T	57.01398	0.05000	17.06898	0.10000		ZB				false 
Station	Record	11348	SE	OLE 7	OLE 7	2016		H2~NTL	3512	E~S~T	56.91103	0.05000	16.97392	0.10000		ZB				false 
Station	Record	11349	SE	OLE 8	OLE 8	2016		H2~NTL	3512	E~S~T	57.24092	0.05000	17.14818	0.10000		ZB				false 
Station	Record	11350	SE	OLE 9	OLE 9	2016		H2~NTL	3512	E~S~T	56.92098	0.05000	17.03997	0.10000		ZB				false 
Station	Record	11351	SE	PMK 16	PMK 16	2016		H2~NTL	3512	E~S~T	55.82077	0.05000	15.68302	0.10000		ZB				false 
Station	Record	11352	SE	PMK 52	PMK 52	2016		H2~NTL	3512	E~S~T	55.91200	0.05000	15.86990	0.10000		ZB				false 
Station	Record	11353	SE	PMK 53	PMK 53	2016		H2~NTL	3512	E~S~T	55.85420	0.05000	15.91265	0.10000		ZB				false 
Station	Record	11354	SE	PMK 54	PMK 54	2016		H2~NTL	3512	E~S~T	55.91752	0.05000	15.76028	0.10000		ZB				false 
Station	Record	11355	SE	PMK6	PMK6	2016		H2~NTL	3512	E~S~T	56.08833	0.05000	15.74400	0.10000		ZB				false 
Station	Record	11356	SE	TOR19	TOR19	2016		H2~NTL	3512	E~S~T	56.09158	0.05000	15.74883	0.10000		ZB				false 
Station	Record	11357	SE	TOR20	TOR20	2016		H2~NTL	3512	E~S~T	56.06583	0.05000	15.72150	0.10000		ZB				false 
Station	Record	11358	SE	VAE 21	VAE 21	2016		H2~NTL	3512	E~S~T	57.79337	0.05000	16.93567	0.10000		ZB				false 
Station	Record	11359	SE	VAE 22	VAE 22	2016		H2~NTL	3512	E~S~T	57.70343	0.05000	16.97415	0.10000		ZB				false 
Station	Record	11360	SE	VAE 24	VAE 24	2016		H2~NTL	3512	E~S~T	57.60393	0.05000	16.93012	0.10000		ZB				false 
Station	Record	11361	SE	KF3	KF3	2016		H2~NTL	3512	E~S~T	56.06927	0.05000	15.74732	0.10000		ZB				false 
Station	Record	11362	SE	LD10	LD10	2016		H2~NTL	3512	E~S~T	57.98648	0.05000	16.73752	0.10000		ZB				false 
Station	Record	11363	SE	LD15	LD15	2016		H2~NTL	3512	E~S~T	58.00138	0.05000	16.73987	0.10000		ZB				false 
Station	Record	11364	SE	LD2	LD2	2016		H2~NTL	3512	E~S~T	65.51465	0.05000	22.26933	0.10000		PB				false 
Station	Record	11365	SE	LD24	LD24	2016		H2~NTL	3512	E~S~T	58.00878	0.05000	16.73022	0.10000		ZB				false 
Station	Record	11366	SE	LD25	LD25	2016		H2~NTL	3512	E~S~T	58.01387	0.05000	16.73527	0.10000		ZB				false 
Station	Record	11367	SE	LD29	LD29	2016		H2~NTL	3512	E~S~T	58.00523	0.05000	16.77432	0.10000		ZB				false 
Station	Record	11368	SE	LD31	LD31	2016		H2~NTL	3512	E~S~T	57.99937	0.05000	16.73487	0.10000		ZB				false 
Station	Record	11369	SE	LD6	LD6	2016		H2~NTL	3512	E~S~T	58.00885	0.05000	16.75187	0.10000		ZB				false 
Station	Record	11370	SE	LD9	LD9	2016		H2~NTL	3512	E~S~T	57.99532	0.05000	16.74618	0.10000		ZB				false 
Station	Record	11371	SE	ML24	ML24	2016		H2~NTL	3512	E~S~T	56.57403	0.05000	16.36253	0.10000		ZB				false 
Station	Record	11372	SE	ML25	ML25	2016		H2~NTL	3512	E~S~T	56.56142	0.05000	16.35123	0.10000		ZB				false 
Station	Record	11373	SE	ML26	ML26	2016		H2~NTL	3512	E~S~T	56.54772	0.05000	16.34452	0.10000		ZB				false 
Station	Record	11374	SE	ML27	ML27	2016		H2~NTL	3512	E~S~T	56.47553	0.05000	16.33472	0.10000		ZB				false 
Station	Record	11375	SE	ML28	ML28	2016		H2~NTL	3512	E~S~T	56.49577	0.05000	16.34417	0.10000		ZB				false 
Station	Record	11376	SE	N 2B-1	N 2B-1	2016		H2~NTL	3512	E~S~T	61.39257	0.05000	17.62710	0.10000		ZB				false 
Station	Record	11377	SE	PMK5	PMK5	2016		H2~NTL	3512	E~S~T	56.07082	0.05000	15.75468	0.10000		ZB				false 
Station	Record	11378	SE	RefM1	RefM1	2016		H2~NTL	3512	E~S~T	56.36880	0.05000	16.20027	0.10000		ZB				false 
Station	Record	11379	SE	TN14	TN14	2016		H2~NTL	3512	E~S~T	56.07065	0.05000	15.72735	0.10000		ZB				false 
Station	Record	11380	SE	TN15	TN15	2016		H2~NTL	3512	E~S~T	56.08120	0.05000	15.73653	0.10000		ZB				false 
Station	Record	11381	SE	TN6	TN6	2016		H2~NTL	3512	E~S~T	56.06468	0.05000	15.70873	0.10000		ZB				false 
Station	Record	11531	SE	3127 NÄR	3127 NÄR	2016		H2~NTL	3512	E~S~T	57.20500	0.05000	18.72833	0.10000		ZB				false 
Station	Record	11532	SE	6001 KÄFTUDDEN	6001 KÄFTUDDEN	2010		H2~NTL	3512	E~S~T	58.83333	0.05000	17.56667	0.10000		ZB				false 
Station	Record	11533	SE	6009 ÖSTERBÅDARNA	6009 ÖSTERBÅDARNA	2010		H2~NTL	3512	E~S~T	58.75113	0.05000	17.60063	0.10000		ZB				false 
Station	Record	11534	SE	6012 S GRÅSKÄR	6012 S GRÅSKÄR	2010		H2~NTL	3512	E~S~T	58.78147	0.05000	17.65277	0.10000		ZB				false 
Station	Record	11535	SE	6017 S SUNDSBÅDARNA	6017 S SUNDSBÅDARNA	2010		H2~NTL	3512	E~S~T	58.76885	0.05000	17.75257	0.10000		ZB				false 
Station	Record	11536	SE	6018 GRÅSKÄR	6018 GRÅSKÄR	1992		H2~NTL	3512	E~S~T	58.79265	0.05000	17.66640	0.10000		PB				false 
Station	Record	11537	SE	6021 Ö GALTEN	6021 Ö GALTEN	2010		H2~NTL	3512	E~S~T	58.76688	0.05000	17.83133	0.10000		ZB				false 
Station	Record	11538	SE	6024 V VÄSTRA RÖKO	6024 V VÄSTRA RÖKO	2010		H2~NTL	3512	E~S~T	58.78333	0.05000	17.76667	0.10000		ZB				false 
Station	Record	11539	SE	HK 15B	HK 15B	2010		H2~NTL	3512	E~S~T	58.54895	0.05000	17.29020	0.10000		ZB				false 
Station	Record	11540	SE	N.JUTSKÄR	N.JUTSKÄR	1992	2017	H2~NTL	3512	E~S~T	58.81380	0.05000	17.55543	0.10000		PB				false 
Station	Record	11541	SE	N.JUTSKÄR V	N.JUTSKÄR V	1992	2017	H2~NTL	3512	E~S~T	58.81358	0.05000	17.55338	0.10000		PB				false 
Station	Record	11542	SE	REFM4S4	REFM4S4	2016		H2~NTL	3512	E~S~T	57.98575	0.05000	16.72983	0.10000		ZB				false 
Station	Record	11545	SE	KF1_Kålla-/Gåsefjärden	KF1_Kålla-/Gåsefjärden	2014		H2	545	E~T~S	56.07837	0.05000	15.77533	0.10000		ZB	CF			false 
Station	Record	11546	SE	KF2_Kålla-/Gåsefjärden	KF2_Kålla-/Gåsefjärden	2014		H2	545	E~T~S	56.07362	0.05000	15.75878	0.10000		ZB	CE			false 
Station	Record	11547	SE	KF3_Kålla-/Gåsefjärden	KF3_Kålla-/Gåsefjärden	2014		H2	545	E~T~S	56.06927	0.05000	15.74732	0.10000		ZB	CF			false 
Station	Record	11548	SE	KF4_Kålla-/Gåsefjärden	KF4_Kålla-/Gåsefjärden	2014		H2	545	E~T~S	56.06240	0.05000	15.75122	0.10000		ZB	MO	RP		false 
Station	Record	11549	SE	KF5_Kålla-/Gåsefjärden	KF5_Kålla-/Gåsefjärden	2014		H2	545	E~T~S	56.06670	0.05000	15.75373	0.10000		ZB	MO	RP		false 
Station	Record	11550	SE	LD2_Lindödjupet	LD2_Lindödjupet	2010		H2	545	E~T~S	57.99185	0.05000	16.71152	0.10000		ZB	MO	RP		false 
Station	Record	11824	SE	Tärnö 9	Tärnö 9	2010		H2~NTL	545	E~S~T	56.12092	0.05000	14.95389	0.10000		PB				false 
Station	Record	11825	SE	Torhamn 9	Torhamn 9	2010		H2~NTL	545	E~S~T	56.01586	0.05000	15.77592	0.10000		PB				false 
Station	Record	11826	SE	Torhamn 1	Torhamn 1	2010		H2~NTL	545	E~S~T	56.05953	0.05000	15.71061	0.10000		PB				false 
Station	Record	11827	SE	R1	R1	2010		H2~NTL	545	E~S~T	62.87797	0.05000	18.45478	0.10000		PB				false 
Station	Record	11828	SE	LÅNGEBÅDAN	LÅNGEBÅDAN	2010		O~NTL	545	E~S~T	58.70083	0.05000	11.18000	0.10000		ZB				false 
Station	Record	11829	SE	LYSE 4	LYSE 4	2010		O~NTL	545	E~S~T	58.24500	0.05000	11.42633	0.10000		ZB				false 
Station	Record	11830	SE	LYSE 8	LYSE 8	2010		O~NTL	545	E~S~T	58.24583	0.05000	10.57167	0.10000		ZB				false 
Station	Record	11831	SE	N LINDÖN	N LINDÖN	2009		O~NTL	545	E~S~T	58.79833	0.05000	11.15867	0.10000		ZB				false 
Station	Record	11832	SE	HAE 8B	HAE 8B	2009		H2~NTL	545	E~S~T	58.45740	0.05000	17.40702	0.10000		ZB				false 
Station	Record	11833	SE	D9	D9	2008		H2~NTL	545	E~S~T	62.85750	0.05000	18.23033	0.10000		PB				false 
Station	Record	11834	SE	D13	D13	2008		H2~NTL	545	E~S~T	62.89067	0.05000	18.23917	0.10000		PB				false 
Station	Record	11835	SE	A999	A999	2010		H2~NTL	545	E~S~T	65.01967	0.05000	22.15233	0.10000		PB				false 
Station	Record	11836	SE	6024B	6024B	2012		H2~NTL	545	E~S~T	58.79317	0.05000	17.76300	0.10000		ZB				false 
Station	Record	11837	SE	6015 NV NYGRUND	6015 NV NYGRUND	1971		H2~NTL	545	E~S~T	58.76667	0.05000	17.65000	0.10000		ZB				false 
Station	Record	11838	SE	6013 V ÖSTERHOLMARNA	6013 V ÖSTERHOLMARNA	1971		H2~NTL	545	E~S~T	58.76667	0.05000	17.60000	0.10000		ZB				false 
Station	Record	11839	SE	6010 FURHOLMARNA	6010 FURHOLMARNA	1992		H2~NTL	545	E~S~T	58.83823	0.05000	17.54588	0.10000		ZB				false 
Station	Record	11840	SE	VAE 25	VAE 25	2010		H2~NTL	545	E~S~T	57.81342	0.05000	16.93937	0.10000		ZB				false 
Station	Record	11841	SE	VAE 26	VAE 26	2010		H2~NTL	545	E~S~T	57.78307	0.05000	16.90907	0.10000		ZB				false 
Station	Record	11842	SE	VAE 27	VAE 27	2010		H2~NTL	545	E~S~T	57.85037	0.05000	16.96533	0.10000		ZB				false 
Station	Record	11843	SE	ASKIMSFJORDEN	ASKIMSFJORDEN	2010		O~NTL	545	E~S~T	57.56920	0.05000	11.85120	0.10000		ZB				false 
Station	Record	11844	SE	RIVÖ FJORD N BRÄNNÖ	RIVÖ FJORD N BRÄNNÖ	2010		O~NTL	545	E~S~T	57.65500	0.05000	11.75170	0.10000		ZB				false 
