scientific_name	dyntaxa_id	aphia_id	worms_scientific_name	worms_status	worms_rank	worms_kingdom	worms_phylum	worms_class	worms_order	worms_family	worms_genus
Ampharete octocirrata		332932	Ampharete octocirrata	accepted	Species	Animalia	Annelida		Terebellida	Ampharetidae	Ampharete
Astacilla dilatata		295579	Astacilla dilatata	accepted	Species	Animalia	Arthropoda		Isopoda	Arcturidae	Astacilla
Asterias rubens		123776	Asterias rubens	accepted	Species	Animalia	Echinodermata		Forcipulatida	Asteriidae	Asterias
Astropecten irregularis		123867	Astropecten irregularis	accepted	Species	Animalia	Echinodermata		Paxillosida	Astropectinidae	Astropecten
Beggiatoa		480247	Beggiatoa	accepted	Genus	Bacteria	Proteobacteria		Thiotrichales	Thiotrichaceae	Beggiatoa
Beroe cucumis		106358	Beroe cucumis	accepted	Species	Animalia	Ctenophora		Beroida	Beroidae	Beroe
Ceramium virgatum		178915	Ceramium virgatum	accepted	Species	Plantae	Rhodophyta		Ceramiales	Ceramiaceae	Ceramium
Cerastoderma glaucum		138999	Cerastoderma glaucum	accepted	Species	Animalia	Mollusca		Cardiida	Cardiidae	Cerastoderma
Cladophora rupestris		145064	Cladophora rupestris	accepted	Species	Plantae	Chlorophyta		Cladophorales	Cladophoraceae	Cladophora
Dictyota dichotoma		145367	Dictyota dichotoma	accepted	Species	Chromista	Ochrophyta		Dictyotales	Dictyotaceae	Dictyota
Ericthonius difformis		102408	Ericthonius punctatus	accepted	Species	Animalia	Arthropoda		Amphipoda	Ischyroceridae	Ericthonius
Ericthonius rubricornis		102404	Ericthonius fasciatus	accepted	Species	Animalia	Arthropoda		Amphipoda	Ischyroceridae	Ericthonius
Glycera lapidum		130123	Glycera lapidum	accepted	Species	Animalia	Annelida		Phyllodocida	Glyceridae	Glycera
Glyphohesione klatti		130696	Glyphohesione klatti	accepted	Species	Animalia	Annelida		Phyllodocida	Pilargidae	Glyphohesione
Haliella stenostoma		139825	Haliella stenostoma	accepted	Species	Animalia	Mollusca		Littorinimorpha	Eulimidae	Haliella
Isaeidae		101388	Isaeidae	accepted	Family	Animalia	Arthropoda		Amphipoda	Isaeidae	
Macropodia rostrata		107345	Macropodia rostrata	accepted	Species	Animalia	Arthropoda		Decapoda	Inachidae	Macropodia
Microcalanus		104164	Microcalanus	accepted	Genus	Animalia	Arthropoda		Calanoida	Clausocalanidae	Microcalanus
Nemalion multifidum		156261	Nemalion multifidum	accepted	Species	Plantae	Rhodophyta		Nemaliales	Nemaliaceae	Nemalion
Nucula sulcata		140592	Nucula sulcata	accepted	Species	Animalia	Mollusca		Nuculida	Nuculidae	Nucula
Oithona minuta		106650	Oithona minuta	accepted	Species	Animalia	Arthropoda		Cyclopoida	Oithonidae	Oithona
Onchnesoma steenstrupi		410742	Onchnesoma steenstrupii steenstrupii	accepted	Subspecies	Animalia	Sipuncula		Golfingiida	Golfingiidae	Onchnesoma
